rank,id,doctor_id,practice_id,image_url,profile_url,doctor_name,specialization,qualification,college,completion_year,qualification,college,completion_year,experience_years,practice_city,practice_locality,practice_type,practice_name,consultation_fees,summary,recommendation_percent,patients_count,reviews_count,timestamp,position,
1,610011,393736,1168652,https://imagesx.practo.com/providers/dr-t-sivasankari-periodontist-chennai-0fab3a04-5b4b-4f38-9834-94e7e7758ccb.jpg,/chennai/doctor/dr-sivasankari-dentist?practice_id=1168652&specialization=Dentist&referrer=doctor_listing&page_uid=ab56230f-8d22-40da-9424-574e7eacd575,Dr. T. Sivasankari,Dentist,BDS,"Sri Ramachandra University, Chennai",2003,MDS - Periodontics,"Sri Ramachandra University, Chennai",2011,21,Chennai,Mogappair,Clinic,Harsini Dental Clinic,300,"Dr. T. Sivasankari Established Harsini Dental Clinic In 2013 At Mugappair West, Chennai. Both The Degree B.d.s (2004) And M.D.S. (2011) Were Graduated From Sri Ramachandra University, Chennai,  Tamil Nadu. On Completion Of B.D.S. She Worked As Lecturer At Annamalai University , Chidambaram, Tamil Nadu And Various Clinics Before Joining For M.D.S. After Gradation Of M.D.S., Working As Associate Professor In Thai Moogambigai Dental College, Maduravoyl, Chennai Tamil Nadu. Currently Perusing PHD.",88,33,27,"8/7/2024, 8:16:05 PM",2
2,466356,514475,1036470,https://imagesx.practo.com/providers/dr-deepak-raj-dentist-chennai-35a8c158-e37e-4442-8827-84ea04bf8c4d.jpg,/chennai/doctor/deepak-raj-dentist?practice_id=1036470&specialization=Dentist&referrer=doctor_listing&page_uid=ab56230f-8d22-40da-9424-574e7eacd575,Dr. Deepak Raj,Dentist,BDS,"Saveetha Dental College and Hospital, Chennai (Madras)",2009,MDS - Periodontics,"Saveetha Dental College and Hospital, Chennai (Madras)",2013,15,Chennai,Kolathur,Clinic,Raj Implant And Orthodontic Center,200,,99,207,121,"8/7/2024, 8:16:05 PM",3
3,408724,420786,930349,https://imagesx.practo.com/providers/dr-e-sarath-chandar-dentist-chennai-4c7dadb0-830a-4bb2-a3f2-2c300f07c545.jpg,/chennai/doctor/dr-e-sarath-chandar-dentist?practice_id=930349&specialization=Dentist&referrer=doctor_listing&page_uid=ab56230f-8d22-40da-9424-574e7eacd575,Dr. E. Sarath Chandar,Dentist,BDS,"Saveetha Dental College and Hospital, Chennai (Madras)",1995,,,,29,Chennai,Thiruvanmiyur,Clinic,Sarath Dental Clinic,400,,99,555,227,"8/7/2024, 8:16:05 PM",5
4,493658,533692,1070204,https://imagesx.practo.com/providers/dr-balaji-k-orthodontist-chennai-cee2df1c-92e3-46c1-b8e5-4799aa1b7966.jpg,/chennai/doctor/balaji-k-1-dentist?practice_id=1070204&specialization=Dentist&referrer=doctor_listing&page_uid=ab56230f-8d22-40da-9424-574e7eacd575,Dr. Balaji K,Dentist,BDS,Ragas Dental College  Hospital,1996,MDS - Orthodontics,Ragas Dental College  Hospital,2002,28,Chennai,Anna Nagar,Clinic,KB DENTAL CLINIC ORTHODONTIC AND IMPLANT CENTER,600,"Dr. Balaji K is an orthodontist by profession with 24 years of experience. He has a special interest in TMJ (temporomandibular joint) and in invisible orthodontic treatment. He specializes in orthodontic treatment for children, young and older adults.",100,128,68,"8/7/2024, 8:16:05 PM",6
5,511710,546490,1106225,https://imagesx.practo.com/providers/dr-n-nanda-kumar-oral-and-maxillofacial-surgeon-chennai-0628ec2a-c76b-4faf-b2a4-29addb161341.jpg,/chennai/doctor/n-nanda-kumar-dentist?practice_id=1106225&specialization=Dentist&referrer=doctor_listing&page_uid=ab56230f-8d22-40da-9424-574e7eacd575,Dr. N. Nanda Kumar,Dentist,BDS,"SDM College of Dental Sciences, Dharwad",1995,MDS - Oral & Maxillofacial Surgery,Annamalai Universtiy,1998,29,Chennai,KK Nagar,Clinic,Sai Faciomaxillary & Dental Center,300,"Dr. Nanda Kumar is an alumnus of the prestigious SDM College Of Dental Sciences, Dharwad. He has done his Masters in Oral & Maxillofacial surgery from Annamalai University. He is a fellow of the International Association Of Oral & Maxillofacial Surgeons. He was formerly working as Professor and unit chief in Sri Ramachandra University, one of  India’s prestigious Medical College and Hospital. Currently working as Senior Consultant in Oral Maxillo-Facial Surgery and Head of the Department of Maxillo-Facial and Implantology and Dental Services at Fortis Malar Hospital at Chennai, a part of the Health Care Conglomerate Fortis Health Care.  He is also a Diplomate and Fellow of International Congress of Oral Implantology, USA. He is well trained in various implant systems commonly used across the world including Noble Bio-Care, Adin, Zimmer, Implant Direct, Neo Bio Tech, MIS, Straumann etc. He has also undergone Certification Program Towards Management of Gediatric Patient through Zygomatic Implants by Noble Bio-Care and he is currently an active user. He is one of the National Faculty for India in AOCMF, a part of AO Foundation for Training Surgeons in Oral & Maxillo-Facial Surgery. He is also a reviewer on the Editorial Board of Indian Journals of Oral & Maxillo-Facial Surgery. He continues to visit and render care through various programs under project Dhanvanthiri in Rotary International.  He was a visiting scholar in cranio facial surgery at the Chang Gung Memorial Hospital in Taiwan. He has successfully completed provider course in` Basic Life Support ` from Sri Ramchandra Medical College.He has attended and delivered lectures and seminars worldwide. He is one of the leading surgeons in South India, Dr. Nandakumar has been practicing speciality dentistry for the past 20 years. The clinic is in an elite suburb of Chennai, which is easily approachable.Dr. Nanda Kumar has extensively arranged and participated in various camps and dental awareness program for the poor and even conducted a camp in Srilanka (August 2011) for the war victims. ",92,174,68,"8/7/2024, 8:16:05 PM",8
6,491648,471717,1068239,https://imagesx.practo.com/providers/dr-kamakshi-v-prosthodontist-chennai-e7c98055-53d3-42b4-8841-873f19133181.jpg,/chennai/doctor/dr-kamakshi-v-dentist?practice_id=1068239&specialization=Dentist&referrer=doctor_listing&page_uid=ab56230f-8d22-40da-9424-574e7eacd575,Dr. Kamakshi V,Dentist,BDS,JSS Dental College  Hospital,2008,MDS - Prosthodontist And Crown Bridge,"SDM College of Dental Sciences, Dharwad",2012,16,Chennai,Perungudi,Clinic,Lumident Multispeciality Dental Centre,200,"A passionate dentist with a vision of providing quality dental care. A Prosthodontist , who ensures the new set of teeth replaced is as good as the original to the patients. Being updated with the latest technologies and techniques we can provide you with the best of treatment which can be long lasting. A truly multispeciality centre as we have a team of specialists to cater to your specific requirements. All our specialists are MDS, best in their fields so there is no compromise in the treatment rendered.",100,208,125,"8/7/2024, 8:16:05 PM",9
7,356845,353402,840002,https://imagesx.practo.com/providers/dr-subramoniam-s-dentist-chennai-1e67c3c6-26e0-4889-8639-7867be8dbfcf.jpg,/chennai/doctor/subramoniam-s-dentist?practice_id=840002&specialization=Dentist&referrer=doctor_listing&page_uid=ab56230f-8d22-40da-9424-574e7eacd575,Dr. Subramoniam S,Dentist,BDS,"Sri Ramachandra University, Chennai",2003,MDS - Periodontics,"Sri Ramachandra University, Chennai",2007,21,Chennai,Porur,Clinic,Lakshmi Dental Care,300,"Dr. Subramoniam.S is specialized in Implantology and Periodontics. He has also undergone training in Eastman dental centre, UK; Manipal Institute to hone his skills in dentistry. His brief stay in UK for a period of four and half years has made him an excellent   communicator who can relate well to dental patients. He  ensures that the dental practice is  continuously updated to provide first rate care to patients and their families. He is a confident  healthcare professional with a long track record of successfully diagnosing and treating patients' dental conditions.His vision is to provide dental treatment of exemplary standard at an affordable price.  ",99,331,254,"8/7/2024, 8:16:05 PM",10
8,223087,4549,712702,https://imagesx.practo.com/providers/dr-m-srikanth-dentist-chennai-0e47c753-2214-434a-9cab-a95e6bb6b89d.jpg,/chennai/doctor/dr-m-srikanth-dentist?practice_id=712702&specialization=Dentist&referrer=doctor_listing&page_uid=ab56230f-8d22-40da-9424-574e7eacd575,Dr. M.Srikanth,Dentist,BDS,"Saveetha Dental College and Hospital, Chennai (Madras)",2001,MDS - Prosthodontics,"Sri Balaji Dental College , Chennai",2007,23,Chennai,Chromepet,Clinic,Smile Solutions Family Dentistry,400,"Dr. M. Srikanth is a Dentist, Prosthodontist, and Cosmetic/Aesthetic Dentist in Chromepet, Chennai and has an experience of 17 years in these fields.   Dr. M.Srikanth practices at Smile Solutions Family Dentistry in Chromepet, Chennai and Smile Solutions Family Dentistry in Thoraipakkam, Chennai.   He is a member of Indian Dental Association, Indian Prosthodontic Society, Indian Academy of Laser Dentistry and Academy of Oral Implantology (AOI).",98,1683,647,"8/7/2024, 8:16:05 PM",12
9,606718,301104,1163434,https://imagesx.practo.com/providers/dr-k-ramesh-kumar-pediatric-dentist-chennai-ee1c1e02-1e94-415d-99c3-601e52e4ef19.jpg,/chennai/doctor/dr-k-ramesh-kumar-dentist-1?practice_id=1163434&specialization=Dentist&referrer=doctor_listing&page_uid=ab56230f-8d22-40da-9424-574e7eacd575,Dr. K Ramesh Kumar,Dentist,BDS,"SRM Dental College Ramapuram ,Chennai",2008,MDS - Paedodontics And Preventive Dentistry,"Rajah Muthiah Dental College  Hospital,Annamalai University,",2011,16,Chennai,Royapuram,Clinic,KRK Family Dentistry,200,"Dr. K.Ramesh Kumar graduated BDS from the Prestigious TN Dr.MGR Medical University and MDS in Pediatric & Preventive Dentistry from  Annamalai University one of the country's oldest and reputed Dental Institution.Had undergone special observational training about Pediatric Dentistry at University of Hongkong.    Practicing General Dentistry & specialty Children Dentistry for more than 10 year and providing quality oral health care.    Had participated in various national and international conference and had presented various research works. Won star Pedodontist award - Chennai , awarded by an reputed corporate hospital for consecutive two year. Active member in Indian Society of Pedodontics and Preventive Dentistry , Indian Dental Association",100,197,178,"8/7/2024, 8:16:05 PM",13
10,316362,397384,780123,https://imagesx.practo.com/providers/dr-m-suresh-dentist-chennai-6e40fd18-9465-4fc1-8eb3-bb74bbb5ca84.jpg,/chennai/doctor/m-suresh-1-dentist?practice_id=780123&specialization=Dentist&referrer=doctor_listing&page_uid=ab56230f-8d22-40da-9424-574e7eacd575,Dr. M. Suresh,Dentist,BDS,"Sri Balaji Dental College , Chennai",2012,,,,12,Chennai,Perumbakkam,Clinic,M.S Multi Speciality Dental Clinic,100,,99,588,367,"8/7/2024, 8:16:05 PM",15
