id,doctor_id,practice_id,image_url,profile_url,doctor_name,gender,specialization,qualification,college,completion_year,qualification,college,completion_year,experience_years,practice_city,practice_locality,practice_type,practice_name,consultation_fees,summary,recommendation_percent,patients_count,reviews_count,timestamp,
230658,316046,663465,https://imagesx.practo.com/providers/dr-abhisekh-mohanty-cardiologist-hyderabad-419c91fc-218d-43e6-b620-b22e506938c8.jpg,/hyderabad/doctor/dr-abhisekh-mohanty-cardiologist-cardiologist?practice_id=663465&specialization=Cardiologist&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Abhisekh Mohanty,male,Cardiologist,DM - Cardiology,"King Georges Medical College, Lucknow University",2014,MD - General Medicine,"Chhatrapati Shahu Ji Maharaj University, Kanpur",2011,18,Hyderabad,Gachibowli,Hospital,Continental Hospitals,900,"Complex Coronary angioplasty  Peripheral angioplasty  Carotid angioplasty  Pacemaker , ICD , CRT device.   -Director of structural heart disease programme which includes TAVI/ TAVR , Device closure for congenital heart diseases like ASD , PDA ,VSD,  Balloon valvotomy LAA appendage closure Endovascular repair of aortic aneurysms   -Heart transplant  Cardiologist- evaluation of recipient and post op management , endomyocardial biopsies.",100,10,9,"7/22/2024, 4:32:34 AM"
256865,346981,1154495,https://imagesx.practo.com/providers/dr-premchand-interventional-cardiologist-hyderabad-876b21a7-c4ef-4c18-8d3e-ae8743cb51eb.jpg,/hyderabad/doctor/dr-premchand-cardiologist?practice_id=1154495&specialization=Cardiologist&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Premchand,male,Cardiologist,MBBS,"University Of Health Sciences, Andhra Pradesh",1993,MD - General Medicine,"Manipal Academy Of Higher Education, Manipal, India",1999,29,Hyderabad,Hitech City,Hospital,Medicover Hospitals,500,"Sr. Consultant Interventional Cardiologist MD, DM Hyderabad",94,17,7,"7/22/2024, 4:32:34 AM"
321379,401231,1154495,https://imagesx.practo.com/providers/dr-krishna-prasad-a-r-cardiothoracic-surgeon-hyderabad-9684f790-1e70-41ff-84be-74364f61cdf2.jpg,/hyderabad/doctor/dr-rajeshwara-krishna-prasad-adluri-cardiac-surgeon?practice_id=1154495&specialization=Cardiologist&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Krishna Prasad A R,male,Cardiologist,MBBS,"Gandhi Medical College, Hyderabad",1994,MS - General Surgery,"Osmania Medical College, Hyderabad",1999,30,Hyderabad,Hitech City,Hospital,Medicover Hospitals,500,"Director and Chief Consultant Cardiothoracic Surgeon MBBS, MS (Gen. Surg.), FRCS (Glasg), FRCS (CTh ), MD (Manch) Hyderabad",75,8,6,"7/22/2024, 4:32:34 AM"
321411,401257,1154495,https://imagesx.practo.com/providers/dr-anil-krishna-gundala-interventional-cardiologist-hyderabad-63ca3112-04c4-42f2-ad47-7b49b016175b.jpg,/hyderabad/doctor/dr-anil-krishnagundala-cardiologist?practice_id=1154495&specialization=Cardiologist&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Anil Krishna Gundala,male,Cardiologist,DM - Cardiology,"Osmania Medical College, Hyderabad",2010,DNB - General Medicine,"National Board of Examination, India",2006,22,Hyderabad,Hitech City,Hospital,Medicover Hospitals,600,"Dr. Anil Krishna who came from a small village in Nellore district, with an agriculturist father and a homemaker mother, has made great strides in the field of cardiology at a rather young age. Dr. Anil Krishna is a gold medalist in DM from Osmania University, he has received much recognition as one of the leading specialists in interventional cardiology. Dr. Anil’s expertise in effective emergency management and handling critical situations has enabled him to lead several complex interventional procedures, turning hopeless cases into success stories.  Fascinated by cardiology, He started working towards it with greater passion. Shortly after finishing general medicine, he decided to go back to his place and start a small nursing home, and for three months, he practiced in Nellore. During this time, he became even more eager to pursue cardiology. Tried hard, got a seat at Osmania and finished his DM.  Gold medalist in DM Cardiology (August 2007 to August 2010) at Osmania Medical College, Hyderabad, Andhra Pradesh, India.",94,18,10,"7/22/2024, 4:32:34 AM"
359257,211013,1154495,https://imagesx.practo.com/providers/dr-r-balaji-cardiologist-hyderabad-1adba7ec-0533-4fb2-a33c-4e0672d308ad.jpg,/hyderabad/doctor/dr-r-balaji-cardiologist?practice_id=1154495&specialization=Cardiologist&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. R. Balaji,male,Cardiologist,MBBS,"Sri Venkateswara Institute of Medical Sciences (SVIMS), Tirupati",1989,MD - General Medicine,"Sri Venkateswara Institute of Medical Sciences (SVIMS), Tirupati",1995,35,Hyderabad,Hitech City,Hospital,Medicover Hospitals,600,"Dr. R.Balaji is a consultant and interventional cardiologist at Maxcure Hospital, Hitech city, Madhapur, Hyderabad.",97,200,111,"7/22/2024, 4:32:34 AM"
385488,458865,895537,https://imagesx.practo.com/providers/dr-tripti-deb-cardiologist-hyderabad-81da7d47-71fa-457a-9493-2df2496cb41b.jpg,/hyderabad/doctor/dr-tripti-deb-cardiologist-1?practice_id=895537&specialization=Cardiologist&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Tripti Deb,female,Cardiologist,MBBS,"Government Medical College, Jabalpur",1977,MD - General Medicine,"Government Medical College, Jabalpur",1981,47,Hyderabad,Chanda Nagar,Clinic,Apollo Clinic,1050,,61,38,21,"7/22/2024, 4:32:34 AM"
507200,542573,663465,https://imagesx.practo.com/providers/dr-syed-mustaq-m-quadri-cardiologist-hyderabad-8537d57d-500e-467c-af9d-5c3685a250a8.jpg,/hyderabad/doctor/dr-syed-mustaq-m-quadri-cardiologist?practice_id=663465&specialization=Cardiologist&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Syed Mustaq M Quadri,male,Cardiologist,Diploma in Cardiology,University of Delhi,2015,MBBS,Avicenna Tajik State Medical University,2000,24,Hyderabad,Gachibowli,Hospital,Continental Hospitals,600,"Dr. Syed Mustaq M Quadri is practicing in Continental Hospitals in Hyderabad as a Senior Registrar in Cardiology Department. His professional qualifications are MD(General Medicine), PGDCC(PG Diploma in Clinical Cardiology) and specialized in General Medicine and Clinical Cardiology.",95,39,11,"7/22/2024, 4:32:34 AM"
507326,368618,663465,https://imagesx.practo.com/providers/dr-meeraji-rao-d-cardiologist-hyderabad-922a10ae-501d-48b3-99ee-8238303b85eb.jpg,/hyderabad/doctor/dr-meeraji-rao-cardiologist?practice_id=663465&specialization=Cardiologist&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Meeraji Rao D,male,Cardiologist,MBBS,"Kurnool Medical College, Kurnool",1980,DNB - General Medicine,"POSTGRADUATE INSTITUTE OF MEDICAL  EDUCATION AND RESEARCH, CHANDIGARH",1984,33,Hyderabad,Gachibowli,Hospital,Continental Hospitals,900,"Dr. Meeraji Rao is an  Interventional Cardiologist at Continental Institute of Cardiovascular Sciences – The Heart Center. He has 25 years of Interventional Cardiology experience. He has performed more than 7000 procedures to date. He specializes in Trans-radial Angiography & Angioplasty with a special interest in Chronic Total Occlusions and device closures. He has recognition from prestigious American Professional Societies and was awarded FACC ( Fellow of American College of Cardiology) in 2000 and FSCAI (Fellow of Society for Cardiac Angiography & Interventions) in 2014. He trained as Fellow in Pediatric Cardiology at RCH, Melbourne, Australia in 2001 and as Fellow in preventive cardiology (World Heart Federation) in Kenya in 2002. Recently, he was on a sabbatical as a Fellow in Interventional Cardiology at AUSL9 (University of Siena) in Tuscany, Italy.   He worked as an Assistant Prof. Of Cardiology at PGIMER, India and as an Associate Prof. Of Cardiology at Nizam’s Institute of Medical Sciences in Hyderabad, India. He has served as President, Cardiology Society of India, AP Chapter, 2007 – 08. He has ample research experience and was an investigator in multiple, multinational interventional cardiology studies. Dr. Rao, until recently worked as Head of Cardiology Department at NMCSH Hospital, UAE (JCI Accredited).  He speaks English, Hindi, Telugu and Punjabi.",85,13,14,"7/22/2024, 4:32:34 AM"
519750,552172,1054846,https://imagesx.practo.com/providers/dr-manoj-kumar-agarwala-cardiologist-hyderabad-d4835783-9b00-4195-b8ee-42ee67690364.jpg,/hyderabad/doctor/dr-manoj-kumar-agarwala-cardiologist?practice_id=1054846&specialization=Cardiologist&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Manoj Kumar Agarwala,female,Cardiologist,MBBS,"Gauhati Medical College, Guwahati",1990,MD - Medicine,"POSTGRADUATE INSTITUTE OF MEDICAL  EDUCATION AND RESEARCH, CHANDIGARH",1994,34,Hyderabad,Jubilee Hills,Hospital,Apollo Hospitals,1200,,90,10,5,"7/22/2024, 4:32:34 AM"
556604,567366,1027841,https://imagesx.practo.com/providers/dr-t-pramod-kumar-rao-cardiologist-hyderabad-032a5c93-28eb-4337-b659-bb9a2f828014.jpg,/hyderabad/doctor/t-pramodkumarrao-cardiologist?practice_id=1027841&specialization=Cardiologist&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. T. Pramod Kumar Rao,male,Cardiologist,MBBS,Kasturba Medical  College,2002,MD - General Medicine,"Gandhi Medical College, Hyderabad",2005,22,Hyderabad,Kukatpally,Hospital,OMNI Hospitals,550,"Dr. T. Pramod Kumar Rao is a Cardiologist and Interventional Cardiologist in Secunderabad, Hyderabad and has an experience of 9 years in these fields. Dr. T. Pramod Kumar Rao practices at Lakshya Heart Clinic in Secunderabad, Hyderabad. He completed MBBS from K.M.C in 2001, MD - General Medicine from Gandhi Medical College, Hyderabad in 2005 and DM - Cardiology from Sri Venkateswara Institute of Medical Sciences (SVIMS), Tirupati in 2008. ",100,25,13,"7/22/2024, 4:32:34 AM"
