id,doctor_id,practice_id,image_url,profile_url,doctor_name,gender,specialization,qualification,college,completion_year,qualification,college,completion_year,experience_years,practice_city,practice_locality,practice_type,practice_name,consultation_fees,summary,recommendation_percent,patients_count,reviews_count,timestamp,
54447,107425,711315,https://imagesx.practo.com/providers/dr-pavan-kumar-a-orthopedic-surgeon-hyderabad-e3c6477d-78c8-4ba1-adc7-2afa59357020.jpg,/hyderabad/doctor/dr-pavan-orthopedist?practice_id=711315&specialization=Orthopedist&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Pavan Kumar A,male,Orthopedist,MBBS,Rajiv Gandhi University of Health Sciences,2004,Diploma in Orthopaedics,"Kamineni Institute of Medical Sciences, Narketpally",2008,20,Hyderabad,Chapel Road,Hospital,Udai Omni Hospital,750,"Dr. Pavan Kumar A is an Orthopedist in Chapel Road, Hyderabad and has an experience of 8 years in this field. Dr. Pavan Kumar A practices at Udai Omni Hospital in Chapel Road, Hyderabad. He completed MBBS from Jawaharlal Nehru Medical College, Belgaum in 2002 and Diploma in Orthopaedics from KIMS, Narketpally in 2008.",100,45,17,"7/22/2024, 3:53:57 AM"
55422,110907,1131614,https://imagesx.practo.com/providers/dr-ajay-kumar-tiwari-orthopedic-surgeon-hyderabad-bb9cf1be-6346-43db-9905-20a7390c8e69.jpg,/hyderabad/doctor/dr-ajay-kumar-tiwari-orthopedist-orthopedist?practice_id=1131614&specialization=Orthopedist&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Ajay Kumar Tiwari,male,Orthopedist,MBBS,GULBARGA UNIVERSITY,1998,Diploma in Orthopaedics,University of Pune,2002,26,Hyderabad,Somajiguda,Hospital,The Deccan Hospital,700,,100,2,1,"7/22/2024, 3:53:57 AM"
179130,268229,622596,https://imagesx.practo.com/providers/dr-ayub-sabara-orthopedic-surgeon-hyderabad-caf122e9-c2b0-4d84-9375-31ae10c50106.jpg,/hyderabad/doctor/dr-ayub-sabre-orthopedist-1?practice_id=622596&specialization=Orthopedist&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Ayub Sabara,male,Orthopedist,MBBS,Dr. NTR University of Health Sciences Andhra Pradesh,2002,DNB - Orthopedics/Orthopedic Surgery,"National Board of Examination, India",2009,22,Hyderabad,Tolichowki,Hospital,Premier Hospital,300,,67,6,6,"7/22/2024, 3:53:57 AM"
188020,641247,701048,https://imagesx.practo.com/providers/dr-p-sharath-babu-orthopedic-surgeon-hyderabad-5267c5e9-fa60-4c7d-96ea-f8fe765b542c.jpg,/hyderabad/doctor/dr-p-sharath-babu-orthopedist?practice_id=701048&specialization=Orthopedist&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. P.Sharath Babu,male,Orthopedist,MBBS,University of 	Kathmandu,2003,MS - Orthopaedics,University of Kathmandu,2012,20,Hyderabad,Serilingampally,Hospital,Shreya Hospitals,500,,92,1042,86,"7/22/2024, 3:53:57 AM"
190153,286615,701311,https://imagesx.practo.com/providers/dr-sushanth-m-v-orthopedic-surgeon-hyderabad-7985101d-a6e3-4058-9cd1-26899fc2fedf.jpg,/hyderabad/doctor/kasturi-hospital-orthopedist?practice_id=701311&specialization=Orthopedist&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Sushanth M. V.,male,Orthopedist,MBBS,"Osmania Medical College, Hyderabad",1999,MS - Orthopaedics,"Osmania Medical College, Hyderabad",2004,25,Hyderabad,Secunderabad,Hospital,Kasturi Multispeciality Hospital,600,Dr. Sushanth M.V. is a well known Orthopaedic Surgeon. He has about 15+ years of experience in his respective field and he looks after 2 branches with different timings. Worked in the UK till 2007. Started Kasturi Clinic in Anandbagh in November 2008. Dr. Sushanth M. V. is practicing in Kasturi Orthopaedic & Fracture Clinic.,88,114,58,"7/22/2024, 3:53:57 AM"
218046,313331,710831,https://imagesx.practo.com/providers/dr-aravind-gandra-orthopedic-surgeon-hyderabad-fbacd182-9878-461a-9ec5-dde88fd25fd9.jpg,/hyderabad/doctor/dr-aravind-gandra-orthopedist?practice_id=710831&specialization=Orthopedist&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Aravind Gandra,male,Orthopedist,MS - Orthopaedics,"Bharati Vidyapeeth University, Pune",2009,MBBS,Rajiv Gandhi University of Health Sciences,2003,21,Hyderabad,Chanda Nagar,Clinic,Cure Super Speciality Ortho & Spine Clinics,500,"Dr.Aravind Gandra started medical training at JMM Medical College in 1996 and received MBBS and then went on to do M.S Orthopedics from Bharathi Vidyapeeth Medical College, Pune, Maharastra in 2009. Having completed his training worked in Sunshine Hospital where he has done his Fellowship in Arthroplasty and then joined Global Hospital and have done his Fellowship in Spine for a period of 2 years and gained immense experience in Spine, an Arthroplastan Trauma for a period of 3 years also assisted Musculoskeletal Oncology Limb Salvage Surgeries.  His areas of strength are a degenerative spine deformities correction like posterolateral decompression and fusion including TLIF/PLIF,  cervical decompression, and fusion both anterior and posterior, spondylolisthesis fixations at all levels, potts paraplegia at any level.  He has done about knee arthroplasties of various companies and about 30 THR's, he has done all kinds of trauma.",92,184,55,"7/22/2024, 3:53:57 AM"
219170,221254,711315,https://imagesx.practo.com/providers/dr-ved-prakash-pediatric-orthopedic-surgeon-hyderabad-ef3602b8-16c4-4566-8c2b-19bce2dbee10.jpg,/hyderabad/doctor/dr-ved-prakash-1?practice_id=711315&specialization=Orthopedist&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Ved Prakash,male,Orthopedist,FRCS - Trauma & Orthopedic Surgery,"Royal College Of Surgeons, England",1994,MBBS,Osmania University,1955,69,Hyderabad,Chapel Road,Hospital,Udai Omni Hospital,650,"Chairman, Udai Omni Hospital Founder of UDAI CLINIC 1975 Specialist training in Orthopaedic and General Surgery in England 1958-1966 Worked as Consultant Orthopaedic Surgeon in England before returning to India President AP State Chapter of Indian Orthopaedic Association 1989-90 Member Executive Committee of Indian Orthopaedic Association 1985-90 Faculty member of various state chapters of Indian Orthopaedic Association President Twin Cities Orthopaedic Society 1991 Numerous presentations in various national and international orthopaedic meetings Supervising or performing over 600 surgeries a year at Udai Omni Hospital Lead in numerous charity surgical camps over 30 years Professional Experience 50+ Years of Professional Experience Awards & Honors President Twin Cities Orthpaedic Society 1991 Numerous presentations in various national and international orthopaedic meetings Supervising or performing over 500 surgeries a year at Udai Clinic Lead numerous charity surgical camps over 30 years  Expertise Orthopaedic Orthopaedic Surgeon Paediatric Orthopaedic",95,325,113,"7/22/2024, 3:53:57 AM"
219178,314068,711315,https://imagesx.practo.com/providers/dr-raghava-dutt-mulukatla-orthopedic-surgeon-hyderabad-9fd2e74d-92a4-4923-a293-0f3211da012a.jpg,/hyderabad/doctor/dr-raghava-dutt-mulukatla-orthopedist?practice_id=711315&specialization=Orthopedist&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Raghava Dutt Mulukatla,male,Orthopedist,MBBS,Osmania University,1980,FRCS (Edinburgh),"Royal College Of Surgeon Of Edinburgh, Uk",2000,44,Hyderabad,Chapel Road,Hospital,Udai Omni Hospital,950,"Dr. Raghava Dutt Mulukala is a Chief of Spine Surgery and Consultant Orthopaedic Surgeon,  Udai Omni Hospital Orthopaedic Centre since 1993 Addl. Professor of Orthopaedics, SVS Medical College, Mehaboobnagar Locum Orhtopaedica Consultant, Walton & Fazakerley Hospitals,UK April 1992-March 1993 Registrar Orthopaedics, Walton & Fazakerley Hospital UK, Juary 1992 Registrar Orthopaedics, Webb/Morley Spine Unit, John Angel Orthopaedic Unit, Royal National Orthopaedic Hospital Registrar Orthopaedics, Bromfield & Black, Notely Hospital, UK Aug 89-July 90 Registrar Orthtopaedics, Princess Alexandra Hospital, UK, Aug 88- July 89 SHO Orthopaedics, Royal National Orthopaedic Hospital UK Feb 89-July 89 Asstiant Orthopeadic Surgeon, Udai Clinic Orthopaedic Centre 1985-87 Visiting Faculty Osmania University Bio- Medical Engineering Department, 2012 International Faculty : AO Spine International, 2012  His expertise areas include all apects of Spine Surgery, Anterior & Posterior Surgeries for Infections of Spine, Vertebral and Spinal Cord Tumors, Vertebroplasty for osteoporotic vertebral fractures & tumors, Endoscopic Microdiscectomy for lumbar disc prolapse (Slipped Disc), Scolisis/Kyphosis and Spinal Deformity Correction, Spondylolisthesis, Minimal Access Spine Surgery, Post Polio Deformity etc",95,327,138,"7/22/2024, 3:53:57 AM"
219179,314069,711315,https://imagesx.practo.com/providers/dr-udai-prakash-orthopedic-surgeon-hyderabad-cf76dce1-dc49-4a0f-95f7-baf1e9e4ef8b.jpg,/hyderabad/doctor/dr-udai-prakash-orthopedist-1?practice_id=711315&specialization=Orthopedist&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. Udai Prakash,male,Orthopedist,MBBS,"Mahadevappa Rampure Medical College, Gulbarga",1990,FRCS - Trauma & Orthopedic Surgery,"Royal College Of Surgeons, England",2000,25,Hyderabad,Chapel Road,Hospital,Udai Omni Hospital,950,"dr Udai Prakash is a Director, Udai Omni Hospital Chief Joint Replacement  Surgery, Udai Omni Hospital Consultant in Trauma & Orthopaedic Surgeon, University Hospital, Coventry and Warwickshire 2002-2012.  Fellowship in Lower limb Joint Replacement & Arthroscopy, Adelaide, Australia, 2001-2002 Specialist Trauma & Orthopaedic Training, Dundee & Inverness,UK 1996-2002 Basic Surgical Training, Edinburgh, UK 1993-1999  Advisor for development of hip and knee products to Corin Ltd UK  Numerous publications & presentations in international journals/meetings Honorary Associate Professor, University of Warwick Medical School UK Professional Experience 25+ Years of Professional Experience ",94,283,104,"7/22/2024, 3:53:57 AM"
232049,107432,711315,https://imagesx.practo.com/providers/dr-s-t-ramanuja-chari-orthopedic-surgeon-hyderabad-c7ed6dc1-679a-4137-91db-6602e6ee83ae.jpg,/hyderabad/doctor/dr-chary-orthopedist?practice_id=711315&specialization=Orthopedist&referrer=doctor_listing&page_uid=7f9efbb4-5aaf-4ea9-9cf5-f83ff1a9a817,Dr. S.T. Ramanuja Chari,male,Orthopedist,MBBS,"Osmania Medical College, Hyderabad",1977,MS - Orthopaedics,"Osmania Medical College, Hyderabad",1979,46,Hyderabad,Chapel Road,Hospital,Udai Omni Hospital,750,"Dr. S. T. Ramanuja Chari is an Orthopedist in Chapel Road, Hyderabad and has an experience of 38 years of experience. Dr. S. T. Ramanuja Chari practices at Udai Omni Hospital in Chapel Road, Hyderabad. He completed MBBS in 1974 and MD -Orthopaedics in 1980 from Osmania Medical College, Hyderabad.  He is a member of Medical Council of India (MCI).    ",95,37,15,"7/22/2024, 3:53:57 AM"
