rank,id,doctor_id,practice_id,image_url,profile_url,doctor_name,specialization,qualification,college,completion_year,qualification,college,completion_year,experience_years,practice_city,practice_locality,practice_type,practice_name,consultation_fees,summary,recommendation_percent,patients_count,reviews_count,timestamp,position,
1,94061,207810,665380,https://imagesx.practo.com/providers/dr-saravana-kumar-pediatrician-chennai-edfa6db2-b9df-494c-8718-403c6773c7cc.jpg,/chennai/doctor/dr-saravana-kumar-pediatrician?practice_id=665380&specialization=Pediatrician&referrer=doctor_listing&page_uid=30ec1008-e4b5-45d9-a921-9b08a0125495,Dr. Saravana kumar,Pediatrician,MBBS,"Madras Medical College, Chennai",2001,MD - Community Medicine,"Madras Medical College, Chennai",2012,23,Chennai,Nanganallur,Clinic,Jasper Child Care Clinic,250,"Dr. Saravana kumar is a Good clinical  experience and skill in Child care, kind in approach to babies and care takers. Always at the service of babes and kids.",100,16,9,"8/7/2024, 8:16:05 PM",1
2,252626,342883,735943,https://imagesx.practo.com/providers/dr-sreedhar-rs-pediatrician-chennai-b455aa9e-10ba-4d3b-8f73-1684d5f8dcc8.jpg,/chennai/doctor/dr-sreedhar-r-s-pediatrician?practice_id=735943&specialization=Pediatrician&referrer=doctor_listing&page_uid=30ec1008-e4b5-45d9-a921-9b08a0125495,Dr. Sreedhar RS,Pediatrician,MBBS,"Jawaharlal Institute of Postgraduate Medical Education and Research (JIPMER), Puducherry",2001,MD - Pediatrics,Jawaharlal Institute of Postgraduate Medical Education and Research,2004,23,Chennai,Adyar,Clinic,Veritas Child Care,400,"I am passionate about healing kids and aim to heal them  rapidly , gently and permanently . I endeavor to use as less medicines with least possible side effects. I  focus not only on healing but also preventing disease and  promoting health .",97,481,155,"8/7/2024, 8:16:05 PM",2
3,667583,717247,1241503,https://imagesx.practo.com/providers/dr-v-anjali-pediatrician-chennai-12fac18e-74dc-44e3-9e40-897a25a2c31c.jpg,/chennai/doctor/v-anjali-pediatrician?practice_id=1241503&specialization=Pediatrician&referrer=doctor_listing&page_uid=30ec1008-e4b5-45d9-a921-9b08a0125495,Dr. V.Anjali,Pediatrician,MBBS,"SRM Medical College Hospital and Research Centre, Chennai",2011,Diploma in Child Health (DCH),"Vinayaka Missions Medical College & Hospital, Karaikal",2013,13,Chennai,Iyyappanthangal,Clinic,Kid-E-Care Clinic,300,"Dr. V.Anjali is a Pediatrician in Kattupakkam, Chennai and has an experience of 8 years in this field. Dr. V.Anjali practices at Kid-E-Care in Kattupakkam, Chennai. She completed MBBS from SRM Medical College Hospital and Research Centre, Chennai in 2011 and Diploma in Child Health (DCH) from Vinayaka Missions Medical College & Hospital, Karaikal in 2013. Some of the services provided by the doctor are: Health Checkup (Pediatric),Vaccination/ Immunization,Neonatal Nursing,Development Assessment and Congenital Disorders Evaluation / Treatment etc.",99,128,78,"8/7/2024, 8:16:05 PM",4
4,899631,627933,1453683,https://imagesx.practo.com/providers/dr-rajendran-ranju-raj-pediatrician-chennai-3901d6e7-fae9-48bb-9178-dd2cea2d2e13.jpg,/chennai/doctor/dr-ranju-raj-md-pediatrician?practice_id=1453683&specialization=Pediatrician&referrer=doctor_listing&page_uid=30ec1008-e4b5-45d9-a921-9b08a0125495,Dr. Rajendran Ranju Raj,Pediatrician,MBBS,"Tribhuvan University, Kathmandu, Nepal",2005,MD - Pediatrics,"Vinayaka Missions University, Salem",2012,13,Chennai,Poonamalle,Clinic,RRR Child Care Clinic,300,,100,98,93,"8/7/2024, 8:16:05 PM",5
5,633754,660646,1191337,https://imagesx.practo.com/providers/dr-varun-gunasekar-pediatrician-chennai-bd0b944b-651f-4abd-9b36-e245a7d569b3.jpg,/chennai/doctor/dr-varun-gunasekar-paediatrics?practice_id=1191337&specialization=Pediatrician&referrer=doctor_listing&page_uid=30ec1008-e4b5-45d9-a921-9b08a0125495,Dr. Varun Gunasekar,Pediatrician,MBBS,Madurai Medical College,2011,Diploma in Child Health (DCH),Madurai Medical College,2014,13,Chennai,Mugalivakkam,Clinic,Thulir Kidz Clinic,300,"Dr. Varun Gunasekar is a Pediatrician practicing in Madhanandapuram, Porur with 6 years of experience in Pediatric medicine, Allergy, Endocrinology, Neonatologist, vaccinations, and intensive care.",100,79,32,"8/7/2024, 8:16:05 PM",6
6,483365,527044,706234,https://imagesx.practo.com/providers/dr-varadarajulu-reddy-gadi-pediatrician-chennai-3dba0e0e-784e-4295-bff9-70ddeedd92d2.jpg,/chennai/doctor/dr-g-v-reddy-2-pediatrician?practice_id=706234&specialization=Pediatrician&referrer=doctor_listing&page_uid=30ec1008-e4b5-45d9-a921-9b08a0125495,Dr. Varadarajulu Reddy Gadi,Pediatrician,MBBS,"Stanley Medical College & Hospital , Chennai",1971,MD - Pediatrics,"Stanley Medical College & Hospital , Chennai",1984,40,Chennai,Shenoy Nagar,Hospital,Billroth Hospitals,100,"Dr. G V Reddy is a paediatrician empanelled at the Billroth Hospital in Chennai. He has good experience in the field of children healthcare and wellbeing. After completing his graduation Dr. Reddy obtained his MD in paediatrics and Diploma in child health and has been in practice ever since. He is available for consultation regarding all general pediatric illnesses and ailments specialising also in the treatment of chronic diseases like chickenpox, measles and jaundice. He also offers monitoring to child development to ensure proper nutrition is handled in the development stages. ",98,44,36,"8/7/2024, 8:16:05 PM",7
7,563066,580489,1135319,https://imagesx.practo.com/providers/dr-cheri-mathews-john-pediatrician-chennai-37224c68-d198-4d0f-9a72-64536cf3f69b.jpg,/chennai/doctor/dr-cheri-john-1?practice_id=1135319&specialization=Pediatrician&referrer=doctor_listing&page_uid=30ec1008-e4b5-45d9-a921-9b08a0125495,Dr. Cheri Mathews John,Pediatrician,MBBS,"Armed Forces Medical College (AFMC), Pune",1994,Fellow of the Royal College of Pediatrics and Child Health (UK),"Royal College of Pediatrics and Child Health, London",2007,30,Chennai,Anna Nagar,Clinic,Angel's Speciality Clinic,450,,100,479,315,"8/7/2024, 8:16:05 PM",8
8,204407,301311,697457,https://imagesx.practo.com/providers/dr-kalpana-bharani-kumar-pediatrician-chennai-6baa98ac-b2d7-4e50-860a-d086ecbec899.jpg,/chennai/doctor/dr-kalpana-bharani-kumar-pediatrician?practice_id=697457&specialization=Pediatrician&referrer=doctor_listing&page_uid=30ec1008-e4b5-45d9-a921-9b08a0125495,Dr. Kalpana Bharani Kumar,Pediatrician,MBBS,"Stanley Medical College & Hospital , Chennai",1999,"Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)","Royal College of Pediatrics and Child Health, London",2004,25,Chennai,Periyar Nagar,Clinic,Shreeya Clinic,300,"Dr Kalpana Bharani Kumar graduated from the Govt.,  Stanley Stanley Medical College in 1999. She pursued her Paediatric and higher specialist training in the UK. She obtained MRCPCH  (Member of the Royal College of Paediatrics and Child Health, UK) in 2004. She underwent a five year post membership rotational training in Paediatrics and Neonates inclusive of other subspecialties such as paediatric respiratory, gastroenterology, endocrinology, oncology and intensive care in Cardiff, UK and  obtained her CCT (Certificate of Completion of Training) in 2010. Her overall experience in the field is over 23 years. Post CCT she worked as a Senior Clinical Fellow for 2 years in the tertiary Neonatal Intensive Care Unit at the University Hospital of Wales, Cardiff. She was awarded the FRCPCH in 2017. Upon returning to India in 2012, she has been working as a consultant in Paediatrics and Neonates since. Currently she is working at Meridian Hospital, Chennai. She is a Newborn Life support and Advanced Paediatric Life Support provider. She also holds a Postgraduate Diploma in Paediatric  Nutrition. She has presented in a number of CME programmes and Paediatric conferences. She is a member of the Indian Medical Association, Indian Academy  of Paediatrics, General Medical Council (UK) and Fellow of the Royal College of Paediatrics and Child Health, UK",99,195,119,"8/7/2024, 8:16:05 PM",10
9,556032,575558,1131848,https://imagesx.practo.com/providers/dr-gowtham-sivaswamy-pediatrician-chennai-a8820867-1787-4782-8042-1ada378c06da.jpg,/chennai/doctor/gowtham-sivaswamy-1-pediatrician?practice_id=1131848&specialization=Pediatrician&referrer=doctor_listing&page_uid=30ec1008-e4b5-45d9-a921-9b08a0125495,Dr. Gowtham Sivaswamy,Pediatrician,MBBS,Rajah muthiah medical college,2009,MD - Pediatrics,Rajah muthiah medical college,2012,15,Chennai,Kattupakkam,Clinic,Dr Gowtham's Child Care Centre,300,"Dr. Gowtham Sivaswamy graduated from Rajah Muthiah Medical College, Chidambaram and completed his post graduation in the field of Paediatrics from the same esteemed institution.  He then joined as a Senior Registrar at Dr.Mehta's Children Hospital, Chetpet, Chennai in the Department of Pediatrics under Dr. S.Thangavelu, Dr.N.C.Gowri Shankar and team in the year 2012.   Subsequently, he developed a special interest in Paediatric Pulmonology and was trained under eminent Pediatric Pulmonologist Dr. L.Subramanyam, Dr.A.Balachandran and Dr.N.C.Gowrishankar. Meanwhile worked as a part of Paediatric Department of Sooriya Hospital, Vadapalani, and Neonatology department of MMM, Mogappair under Sahisnantha Trust. He is Certified in both Neonatal and Paediatric advanced life support.  He had attended many seminars and conferences held in various parts of India for updating and refining knowledge in newborn and pediatric care. He is also a life member of Indian Academy of Pediatrics.You can book an instant appointment with Dr. Gowtham Sivaswamy on Practo.com.",100,676,520,"8/7/2024, 8:16:05 PM",11
10,634643,528586,1191994,https://imagesx.practo.com/providers/dr-s-subramanian-pediatrician-chennai-fd5a0552-2c14-4d82-904e-263bf0ca58bc.jpg,/chennai/doctor/dr-s-subramanian-1-general-physician?practice_id=1191994&specialization=Pediatrician&referrer=doctor_listing&page_uid=30ec1008-e4b5-45d9-a921-9b08a0125495,Dr. S.Subramanian,Pediatrician,MBBS,Devaraj URS Medical College - Kolar,2010,MD - Pediatrics,Annamalai Universtiy,2014,14,Chennai,Koyambedu,Clinic,V.R.Sai Clinic,400,"Dr. Subramanian is a Consultant Paediatrician at Chennai. He treats conditions like- cerebral palsy, acid reflux, asthma, constipation, Down syndrome, allergies, multiple sclerosis, primary immunodeficiency and hydrocephalus. He completed his medical education from reputed institutions of the country. Dr. Subramanian is a member of various renowned associations and he also tends to attend many workshops and seminars in order to enhance and impart his knowledge about the field of Paediatrics.",100,68,54,"8/7/2024, 8:16:05 PM",13
