rank,id,doctor_id,practice_id,image_url,profile_url,doctor_name,specialization,qualification,college,completion_year,qualification,college,completion_year,experience_years,practice_city,practice_locality,practice_type,practice_name,consultation_fees,summary,recommendation_percent,patients_count,reviews_count,timestamp,position,
1,8481,6943,651828,https://imagesx.practo.com/providers/dr-manikandan-veluswami-orthopedic-surgeon-chennai-cfbbe6e0-cbf6-4591-acb1-7b470b5bfaff.jpg,/chennai/doctor/dr-manikandan-veluswami-orthopedist-1?practice_id=651828&specialization=General Physician&referrer=doctor_listing&page_uid=0e895d86-c4d2-44a9-a542-fff0a0ab6aa1,Dr. Manikandan Veluswami,General Physician,MBBS,"Mahatma Gandhi Institute of Medical Sciences, Sewagram (MGIMS)",2001,Diploma in Orthopaedics,"Mahatma Gandhi Institute of Medical Sciences, Wardha",2004,23,Chennai,Adambakkam,Clinic,Gee Ve Polyclinic,300,"Dr. Manikandan Veluswami is an Orthopedist, Orthopedic Surgeon and total joint surgeon in Adambakkam, Chennai and has an experience of 14 years in these fields. He completed MS - Orthopaedics from USAIM (University of Seychelles, American Institute of Medicine) in 2008, Diploma in Orthopaedics from Mahatma Gandhi Institute of Medical Sciences, Sewagram (MGIMS) in 2004 and MBBS from Mahatma Gandhi Institute of Medical Sciences, Sewagram (MGIMS) in 2000. He is a member of Tamil Nadu Medical Council and Indian Orthopedic Association.",97,420,58,"8/8/2024, 10:38:32 AM",2
2,646303,682491,1219255,https://imagesx.practo.com/providers/dr-anusha-general-physician-chennai-12f5d372-7e04-478b-bfe0-5a7c583da9fc.jpg,/chennai/doctor/anusha-25-general-physician?practice_id=1219255&specialization=General Physician&referrer=doctor_listing&page_uid=0e895d86-c4d2-44a9-a542-fff0a0ab6aa1,Dr. Anusha,General Physician,MD - Community Medicine,"Sree Balaji Medical College and Hospital, Chennai",2016,MBBS,Meenakshi University,2010,14,Chennai,Madipakkam,Clinic,Sarvam Clinic,400,"Dr. Anusha is a family physician and a diabetologist. She have 8 years of experience as a specialist. She has her own clinic in Chennai since 5 years in the location mentioned on the profile. Being a public health specialist she is also looking for a community based primary care to the patients which is both preventive and curative.""",100,25,21,"8/8/2024, 10:38:32 AM",3
3,657281,701687,1234118,https://imagesx.practo.com/providers/dr-kavitha-g-general-physician-chennai-b8cafc11-1e41-4f55-873e-989d3fd78b70.jpg,/chennai/doctor/kavitha-g-preventive-medicine?practice_id=1234118&specialization=General Physician&referrer=doctor_listing&page_uid=0e895d86-c4d2-44a9-a542-fff0a0ab6aa1,Dr. Kavitha G,General Physician,MBBS,"Kilpauk Medical College, Chennai",1986,,,,38,Chennai,Anna Nagar,Clinic,Nannalam clinic,750,"Dr. Kavitha G is a friendly, soft-spoken General and Family doctor who has an experience of 35 years. She completed her graduation from the prestigious Kilpauk Medical College (KMC) in 1986. She is currently running Nannalam at Anna Nagar which focuses on holistic patient care. Her vast experience helps in providing the best care for her patients. She is well known for her quick and accurate diagnostic ability and her care for her patient's overall health.",97,274,183,"8/8/2024, 10:38:32 AM",5
4,706742,293135,1277360,https://imagesx.practo.com/providers/dr-t-vijay-neurologist-chennai-20118a4a-01e7-4257-aebb-c90d0cc5972d.jpg,/chennai/doctor/dr-t-vijay-neurologist?practice_id=1277360&specialization=General Physician&referrer=doctor_listing&page_uid=0e895d86-c4d2-44a9-a542-fff0a0ab6aa1,Dr. T. Vijay,General Physician,MBBS,"Government Medical College,salem,DR.MGR Medical University    ",1998,MD - General Medicine,"Coimbatore Medical college,DR.MGR Medical University    ",2008,26,Chennai,Mogappair East,Clinic,Dr. Vijay's Hospital,400, Dr. Vijay served in Indian Army as a Medical Officer and also worked in Tamilnadu Medical Colleges at present working in a corporate hospital and running a clinic in Mogappair. ,99,2667,368,"8/8/2024, 10:38:32 AM",6
5,867302,1069183,1427948,https://imagesx.practo.com/providers/dr-pavithra-elangovan-pediatrician-chennai-13395d02-cd8d-4b0a-98e4-d90d4fe88092.jpg,/chennai/doctor/pavithra-elangovan-paediatrics?practice_id=1427948&specialization=General Physician&referrer=doctor_listing&page_uid=0e895d86-c4d2-44a9-a542-fff0a0ab6aa1,Dr. Pavithra Elangovan,General Physician,MBBS,"Madras Medical College, Chennai",2016,Diploma in Child Health (DCH),Institute of Child Health and Hospital for Children,2019,8,Chennai,KK Nagar,Clinic,Petals Child Care Clinic,400,""" Dr.Pavithra Elangovan,  is the consultant pediatricians  & a gold medalist from Madras Medical College & has served in The Institute of Child health, the largest child hospital in South East Asia. She has completed her Postgraduate program in Pediatric Nutrition from the  Boston University. She's known for her captivating smile & cool attitude, receptive listening, detailed explanation, accurate diagnosis & treatment, rational usage of medicines and empathy towards her patients.""",100,20,14,"8/8/2024, 10:38:32 AM",7
6,734714,214420,1255075,https://imagesx.practo.com/providers/dr-govindaraj-orthopedic-surgeon-chennai-2dfb4bf6-3ecd-4039-9fe6-1c4473e78b27.jpg,/chennai/doctor/dr-govindaraj-a-b-orthopedist-orthopedist?practice_id=1255075&specialization=General Physician&referrer=doctor_listing&page_uid=0e895d86-c4d2-44a9-a542-fff0a0ab6aa1,Dr. Govindaraj,General Physician,MBBS,"Thanjavur Medical College, Thanjavur",1981,FRCS (Glasgow),"Royal College of Physicians & Surgeons, Glasgow",1987,43,Chennai,Anna Nagar,Hospital,MGM Healthcare,1500,"Dr. A B Govindaraj is a distinguished Orthopedic and Joint Replacement surgeon with over 28 years of experience in the field of orthopedic surgery including over 8 years of surgical training at different reputed healthcare institutions abroad and 24 years of intensive surgical experience especially in Joint replacement procedures in India. He is proficient in performing Joint replacement procedures such as total knee replacement (unilateral and bi-lateral), shoulder replacement, and hip replacement is profound. Adept at adult orthopedic surgeries, Dr. A B Govindaraj is also expert in spine orthopedic surgery and underwent a special training under Prof. Henry Hazm in Germany.",94,16,7,"8/8/2024, 10:38:32 AM",8
7,372109,400874,872135,https://imagesx.practo.com/providers/dr-rajesh-verma-ayurveda-chennai-4c07ccdd-c5b4-451a-97a5-b33214ee8d73.jpg,/chennai/doctor/d-r-rajesh-verma-ayurveda?practice_id=872135&specialization=General Physician&referrer=doctor_listing&page_uid=0e895d86-c4d2-44a9-a542-fff0a0ab6aa1,Dr. Rajesh Verma,General Physician,MD - Acupuncture,The Open University  of Medicina,2008,BAMS,"Chhatrapati Shahu Ji Maharaj University, Kanpur",2003,29,Chennai,Vadapalani,Clinic,Bliss Medicare Centre,600,"Prof. Dr. D.R. Rajesh Verma is considered one of the famous doctors in chennai having vast experience of 16 years in the field of medicine. He passed out from Annamalai university with his Bachelor of medicine and bachelor of surgery and further pursued post graduation. Later in his life, Dr. Rajesh Verma wanted to integrate alternative system for which he was very much interested. He was trained by great masters in Acupuncture, Yoga and alternative medicine.  Prof. Dr. D.R. Rajesh Verma examines each condition from diagnostic methods adopted by a modern physician and by a Classical Acupuncturist, The Holistic system of medicine is used to treat disease/disorders. He has a special hold in Neurological disorders, all Acute and Chronic diseases of Liver, Kidney, Heart etc., including autoimmune diseases. A specialist in spine and joint who have treated many patients successfully in their (BMC) Centre. He has mastered in Traditional Diagnostic methods like classical Pulse and tongue diagnosis, and his skill in treatment of various diseases reached par excellence. From 2002, he studied various alternative systems like Acupuncture, Ayurveda, Electro Homeopathy and Yoga, to explore the treatment of deeper and subtler levels of human body. His research papers have been published in the Journal of Acupuncture Association of India. He is a regular speaker for Reserve Bank Staff College, Teynampet, Chennai as invited guest lecture to teach about health issues for the retirement programme in which senior employees of Reserve Bank of India participate from all over india.    He has given invited lectures in many national and international conferences and presented a scientific paper ""Management of Thrombocytopenia with Acupuncture""  at 52nd World Congress of Integrated Medicines, Colombo, Srilanka and the same paper was presented at Mumbai AAICON 2014  for which he received the best paper award from Acupuncture Science Association (Mumbai) and Acupuncture Association of India. Recently he has presented paper ""Outcome of Epilepsy patients with Acupuncture"" for which he received the best scientific paper award in AAICON 2016-17 at Indore, India. He is a life member of Acupuncture Association of India (AAI).   In September 2013, he received Service and Excellence Award from Brands Academy, New Delhi for Bliss Medicare centre the “Most Promising Acupuncture and Ayurveda Integrative Medicine Clinic in Chennai”.  In December 2013, he received Global Business & Service Excellence Awards 2013 from Prime Time Research Media, New Delhi the “Best Acupuncture Clinic with Ayurveda Integrative Medicine in Chennai”.  In August 2014, he received Healthcare Award from Brands Academy, New Delhi for Bliss Medicare centre the “Most Promising Acupuncture and Ayurveda Integrative Medicine Clinic in Chennai”.  In Tamilan TV and Jaya plus TV channels broadcast his interviews in health issues and also his articles in community newspaper  ""Deccan Chronicle""  (Swine flu hoaxes create confusion) and about Acupuncture - an effective Healing Science published in ""Express Star Teller"".",95,332,181,"8/8/2024, 10:38:32 AM",9
8,653785,695269,1224696,https://imagesx.practo.com/providers/dr-prabakaran-j-general-physician-chennai-262e5b28-e018-498f-a0be-da501b65c120.jpg,/chennai/doctor/prabakaran-j-general-physician?practice_id=1224696&specialization=General Physician&referrer=doctor_listing&page_uid=0e895d86-c4d2-44a9-a542-fff0a0ab6aa1,Dr. Prabakaran J,General Physician,MD - Community Medicine,Dr. NTR University of Health Sciences Andhra Pradesh,2010,MBBS,The Tamil Nadu Dr. M.G.R. Medical University (TNMGRMU),2003,21,Chennai,Pallikaranai,Clinic,Shashtika Clinio,350,Dr. Prabakaran J is a family and community medicine specialist and a diabetologist.,100,14,14,"8/8/2024, 10:38:32 AM",11
9,245374,336512,730286,https://imagesx.practo.com/providers/dr-benedict-aruldas-general-physician-chennai-e1ccc2d5-cee9-4d3a-9cf5-baedbaf5771c.jpg,/chennai/doctor/dr-benedict-aruldas-diabetologist?practice_id=730286&specialization=General Physician&referrer=doctor_listing&page_uid=0e895d86-c4d2-44a9-a542-fff0a0ab6aa1,Dr. Benedict Aruldas,General Physician,MBBS,Sri Ramachandra Medical College & Research Institute(Deemed University),2003,,,,21,Chennai,Perambur,Hospital,Dr. A.C Aruldas Hospital,250,"OUR DIRECTOR – DR. BENEDICT ARULDAS   	 Dr. Benedict Aruldas graduated from Sri Ramachandra Medical university in the year – 2005. He started his general practice in Perambur in March – 2005, with his father. After the sad demise of Dr. A.C. Aruldas in March – 2006, he continued his practice as a full – fledged General Practitioner. He is known for his dedicated service and hard work.",96,670,185,"8/8/2024, 10:38:32 AM",12
10,442463,498496,706234,https://imagesx.practo.com/providers/dr-lakshmi-devarajan-general-physician-chennai-e16ae616-38f0-4f72-a250-8a4179383585.jpg,/chennai/doctor/lakshmi-devarajan-radiologist?practice_id=706234&specialization=General Physician&referrer=doctor_listing&page_uid=0e895d86-c4d2-44a9-a542-fff0a0ab6aa1,Dr. Lakshmi Devarajan,General Physician,MBBS,"Stanley Medical College & Hospital , Chennai",1972,MD - Obstetrics & Gynaecology,University of Delhi,1976,52,Chennai,Shenoy Nagar,Hospital,Billroth Hospitals,650,,71,7,5,"8/8/2024, 10:38:32 AM",14
