rank,id,doctor_id,practice_id,image_url,profile_url,doctor_name,specialization,qualification,college,completion_year,qualification,college,completion_year,experience_years,practice_city,practice_locality,practice_type,practice_name,consultation_fees,summary,recommendation_percent,patients_count,reviews_count,timestamp,position,
1,2969,3955,648604,https://imagesx.practo.com/providers/dr-reshma-phulwar-dentist-mumbai-31fb088e-24eb-415e-a4d7-83394192c9c8.jpg,/mumbai/doctor/dr-reshma-phulwar-dentist-1?practice_id=648604&specialization=Dentist&referrer=doctor_listing&page_uid=f008b740-e9ff-46e7-8963-6a6751f3390d,Dr. Reshma Phulwar,Dentist,BDS,"Dr. D.Y. Patil Dental College  Hospital, Pune",1996,,,,28,Mumbai,Chembur,Clinic,32 Pearls Dental Clinic,500,"Dr. Reshma Phulwar is the recipient of Big Brands Award for Excellence ""Best Dental Surgeon"" in Mumbai 2011 for 32 Pearls Dental Clinic. Dr. Reshma Phulwar is recognized as one of the leading dentists in Chembur, Mumbai. Dr. Reshma Phulwar is renowned for her technical expertise in dentistry, her passion for her work especially for creating beautiful smiles and dental implants.",96,641,389,"8/6/2024, 5:40:07 PM",3
2,348453,422061,830100,https://imagesx.practo.com/providers/dr-parag-m-khatri-periodontist-mumbai-8f26c3a8-9193-42d3-ac79-90d5a9de5e97.jpg,/mumbai/doctor/dr-parag-khatri-dentist?practice_id=830100&specialization=Dentist&referrer=doctor_listing&page_uid=f008b740-e9ff-46e7-8963-6a6751f3390d,Dr. Parag M. Khatri,Dentist,MDS - Periodontics,"Nair Hospital Dental College (NHDC), Mumbai",1996,BDS,"Nair Hospital Dental College (NHDC), Mumbai",1993,31,Mumbai,Andheri East,Clinic,Dental Square,500,"Dr. Parag M. Khatri has done post graduation that is Masters in Dental Science in the field of Periodontics & Implantology. He has done his graduation & masters from most reputed and the best dental institute i.e. Nair Hospital Dental College from Mumbai University. He has been Ex-Professor & Head Of the Department in Dental College.  He has been actively participating in various conferences, published various articles in reputed journals;  updating, learning and applying newer - latest technology for the best outcome and quality services to his patients. Our office is state of the art and equipped with all the modern equipment to carry out various surgical and restorative techniques which make a world of difference in diagnosis and treatment.",99,1257,348,"8/6/2024, 5:40:07 PM",4
3,361415,317270,849770,https://imagesx.practo.com/providers/dr-manish-kachhara-dentist-mumbai-d9609cad-2b2b-4c43-9f7a-b61baa5721df.jpg,/mumbai/doctor/dr-manish-kachhara-dentist?practice_id=849770&specialization=Dentist&referrer=doctor_listing&page_uid=f008b740-e9ff-46e7-8963-6a6751f3390d,Dr. Manish Kachhara,Dentist,BDS,"Nair Hospital Dental College (NHDC), Mumbai",2002,,,,22,Mumbai,Ghatkopar East,Clinic,Dental Solutions,500,"Dr. Manish Kachhara completed his graduation from Nair Hospital Dental College in 2002 and he started a private practice in 2004. He started his second clinic in 2008.  His practice has a special focus on root canals, implants and smile makeovers. Incorporating state of the art technology in his everyday practice, he has dedicated his career to providing the dental treatment to the patients.  He believes that learning never ends and in the same endeavour, he runs a continuing dental education academy named Inspire Dental where he and his team train young dentists in newer procedures and technology.",99,389,235,"8/6/2024, 5:40:07 PM",6
4,151707,4162,687065,https://imagesx.practo.com/providers/dr-sanket-mehta-dentist-mumbai-c19fd4b0-76f0-42ae-8d51-06a492be6e1e.jpg,/mumbai/doctor/dr-sanket-mehta-dentist?practice_id=687065&specialization=Dentist&referrer=doctor_listing&page_uid=f008b740-e9ff-46e7-8963-6a6751f3390d,Dr. Sanket Mehta,Dentist,BDS,"YMT, Homoeopathic Medical College & Hospital, Kharghar, Navi Mumbai",2005,,,,19,Mumbai,Matunga,Clinic,Smile Studio Dental Clinic,500,"Dr. Sanket Mehta is a Dentist, Endodontist, and Implantologist in Matunga, Mumbai and has an experience of 12 years in these fields. He completed BDS from Yerala Medical College And Hospital. in 2005, Certified Implantologist from Aspun University, Korea in 2009 and Certified Endodontic's & Pedo (USA) from the University of Pennsylvania in 2012.  He is a member of Indian Dental Association, Indian Endodontic Society and Indian Society of Oral Implantologist. ",99,937,470,"8/6/2024, 5:40:07 PM",7
5,739,1087,648529,https://imagesx.practo.com/providers/dr-rajesh-shetty-dentist-mumbai-67da791d-4e23-4173-9614-841618f228b8.jpg,/mumbai/doctor/dr-rajesh-v-shetty-dentist-1?practice_id=648529&specialization=Dentist&referrer=doctor_listing&page_uid=f008b740-e9ff-46e7-8963-6a6751f3390d,Dr. Rajesh Shetty,Dentist,BDS,"D Y Patil Dental College, Navi Mumbai (New Mumbai)",1996,MDS - Periodontics,"Nair Hospital Dental College (NHDC), Mumbai",1999,28,Mumbai,Bandra West,Clinic,Dazzle Dental Clinic,1000,"* Postgraduate (University of Mumbai) with advanced international dental education ( from the U.S..A, Brazil, Italy, South Korea & Switzerland). * 22 years of clinical experience. * Gold medalist in Dentistry from Mumbai University. * Professor & Head of Dept ; Public health dentistry .(2005 till 2014)  * Clinical experience of over 1000 implants. * Clinical experience of over 100 cases of smile makeovers.",99,467,211,"8/6/2024, 5:40:07 PM",9
6,174348,277622,694772,https://imagesx.practo.com/providers/dr-manoj-bodhwani-dentist-mumbai-f9e409ca-b81d-4d67-a1a2-64b551373284.jpg,/mumbai/doctor/dr-manoj-bodhwani-dentist?practice_id=694772&specialization=Dentist&referrer=doctor_listing&page_uid=f008b740-e9ff-46e7-8963-6a6751f3390d,Dr. Manoj Bodhwani,Dentist,BDS,"D Y Patil Dental College, Navi Mumbai (New Mumbai)",2006,MDS - Prosthodontics,"D Y Patil Dental College, Navi Mumbai (New Mumbai)",2013,18,Mumbai,Khar West,Clinic,Tooth Avenue,500,"Dr. Manoj Bodhwani has done his MDS in Prosthodontics. He gives special attention to Dental Implants, Smile Designing, Cosmetic Dentistry, Complete and Partial Dentures, having a clinical experience of more than a decade helps him provide meticulous and excellent dental treatment. He also consults in various Dental clinic across Mumbai. He has won prizes for paper presentation at various Dental Forums. ",98,289,169,"8/6/2024, 5:40:07 PM",10
7,102541,215509,668318,https://imagesx.practo.com/providers/dr-manish-s-sonawane-orthodontist-mumbai-f519a3f9-a481-4d7e-838a-5f0be51fe1b4.jpg,/mumbai/doctor/dr-manish-sonawane-dentist?practice_id=668318&specialization=Dentist&referrer=doctor_listing&page_uid=f008b740-e9ff-46e7-8963-6a6751f3390d,Dr. Manish S. Sonawane,Dentist,BDS,"Maharashtra Universtity of Health Sciences, Nashik",2005,MDS - Orthodontics and Dentofacial Orthopaedics,"Dr. D.Y. Patil Dental College  Hospital, Pune",2010,19,Mumbai,Lokhandwala,Clinic,Millennium Smile Dental Clinic,500,"Dr Manish S. Sonawane began his career in the year 2005 after completing his BDS From Nashik University, he completed his MDS (Orthodontics) securing the first rank from Pune and also attended an International Workshop to complete his Lingual Orthodontic Course as a super specialization. He is running a successful practice dealing with celebrities for instant Smile Makeover at his own clinic in Lokhandwala Complex, Andheri West, Mumbai.  He works as a consultant Orthodontist in Navi Mumbai, Pune, and Nashik. He works as a Professor at M.G.M. Dental College and Hospital, Navi Mumbai. He has been teaching extensively to graduate and postgraduate students of dentistry. He has published articles on several topics such as Two Phase treatment in Orthodontics, Cleft Lip and Palate, Implants In Orthodontics. He has published research on "" Effect of fixed Orthodontic Therapy on bone and soft tissue."" His special attention is on Smile Design and Invisible Braces which he specializes. ",99,201,67,"8/6/2024, 5:40:07 PM",11
8,151367,4393,686707,https://imagesx.practo.com/providers/dr-ruupali-wanckhede-dentist-mumbai-e2fbc6f6-3320-4d91-b6fc-519fc4cc2af5.jpg,/mumbai/doctor/dr-sonal-suradkar-dentist-1?practice_id=686707&specialization=Dentist&referrer=doctor_listing&page_uid=f008b740-e9ff-46e7-8963-6a6751f3390d,Dr. Ruupali Wanckhede,Dentist,BDS,University of Pune,1998,,,,26,Mumbai,Andheri East,Clinic,Smile Edge Oral & Dental Health Care Clinic,500,,98,243,43,"8/6/2024, 5:40:07 PM",13
9,66959,164671,648752,https://imagesx.practo.com/providers/dr-manisha-mehta-cosmetic-aesthetic-dentist-mumbai-9d3e4b7a-e874-46b1-a34c-b2dbdec43055.jpg,/mumbai/doctor/dr-manisha-mehta-dentist?practice_id=648752&specialization=Dentist&referrer=doctor_listing&page_uid=f008b740-e9ff-46e7-8963-6a6751f3390d,Dr. Manisha Mehta,Dentist,BDS,Yerala Medical Trust  Research Centres Dental College  Hospital,2006,,,,18,Mumbai,Worli,Clinic,Smile Studio Dental Clinic,500,"Dr. Manisha Mehta has done Bachelor of Dental Surgery, Implantology and Restorative Dentistry (U.S.A), D.B.M. and Faculty and Ex-Program Director(U.C.L.A). She is specialized in Cosmetic Dentistry. She is Assisted with Nobel Biocare World Tour Live Surgery (India). She is a Life Member of the Indian Academy of Esthetic and Cosmetic Dentistry.",98,1049,654,"8/6/2024, 5:40:07 PM",14
10,610014,316869,1168654,https://imagesx.practo.com/providers/dr-varoon-jain-dentist-mumbai-c2c84d73-7f77-4fd1-8f1d-508c4eadbe24.jpg,/mumbai/doctor/dr-varoon-jain-dentist?practice_id=1168654&specialization=Dentist&referrer=doctor_listing&page_uid=f008b740-e9ff-46e7-8963-6a6751f3390d,Dr. Varoon Jain,Dentist,BDS,Darshan Dental College  Hospital,2007,MDS - Orthodontics and Dentofacial Orthopaedics,Darshan Dental College  Hospital,2012,17,Mumbai,Goregaon West,Clinic,Smile Sutra  Multi Speciality Dental Clinic,500,"Dr Varoon Jain is an MDS Orthodontist with over 6 years of experience in spreading smiles the cosmetic way . He is also India's youngest Orthodontist to hold an International  License as a Specialist Orthodontist and is Consulting in the UAE since more than a year . Dr Varoon has his own chain of clinics by the name Smilesutra - catering to the classes , providing quality dental services at an affordable price . He is also attached as a consultant to various hospitals and clinics across Mumbai .",98,110,83,"8/6/2024, 5:40:07 PM",16
